texto,categoria
Quero exclusão da minha conta junto ao Ifood. Quero exclusão da minha conta junto e dos meus dados junto ao Ifood.Estou cansado de receber ofertas [Editado pelo Reclame Aqui] com cupons que não funcionam e oferecimento de serviços que não estão disponíveis em minha região.A gota d'água foi a reclamação não atendida a qual deixarei em anexo a esta.Não quero estar associado a uma empresa tão desrespeitosa com seus clientes.,Problemas com Cliente
"Problema com atendimento ifood Fiz um pedido na data de ontem, o mesmo veio com problemas de qualidade, sabor estranho, me faz passar mal do estômago, entrei em contato com a loja, falaram que iam enviar outro mas não enviaram, solicitei o reembolso com o ifood e não tive resposta até o momento, quero meu reembolso",Problemas com Loja
"O ifood pediu pra mim atualizar a CNH no aplicativo alegando que eu tava trabalhando de moto, sendo que o meu veículo é bicicleta! Eu sempre trabalhei de bicicleta, do nada o ifood mudou meu modal pra moto, fui obrigado a rodar no modal moto mesmo meu veículo sendo bicicleta, quando foi segunda feira dia 27/01/25 as 21:00 o ifood pediu pra atualizar a CNH, agora como que eu vou atualizar a CNH se eu não tenho? Mandei meus documentos pra lá pra mim voltar pro modal bicicleta, mas até agora eu continuo restrito, sendo que essa é a minha única fonte de renda, peço que me ajudem, eu preciso sair dessa restrição pra voltar a trabalhar!",Problemas com App
"Desativação da conta Sofri um acidente meu peneu estourou e derrapei e cai e ralei o braço direito muito e quebrou minh bolsa de entrega vermelha também, Preciso da minha reativação de conta para sustentar minha família e minha esposa que está gestante de três meses",Problemas com Cliente
Problema na maquininha A maquininha deu defeito pos temperedNão consegui fazer a troca pelo aplicativoPós o ifood não deu retorno,Problemas com App
"Péssimo atendimento para revolver entregas erradas. Eu abri um chamado para trocar o meu pedido, enviei foto evidenciando um erro e mesmo assim o suporte encerrou o chat sem mais e sem menos.Não tive a troca do meu produto e nem o meu reembolso. Não é a primeira vez que esse tipo de coisa acontece comigo, eu faço parte do clube de benefícios e sempre que precisa abrir uma solicitação ou cancelar o pedido eu perco meu cupom de desconto.",Problemas com Cliente
"Dúvida A fim de proteger sua imagem e dos restaurantes da plataforma, o ifood não permite avaliação de um pedido quando ele é cancelado pela loja. Esperteza ou [Editado pelo Reclame Aqui]?",Dúvidas
Não recebi o pedido Não recebi o pedido e não consigo falar no ajuda do Ifood para estorno do valor https://******* me sentindo totalmente [Editado pelo Reclame Aqui] pela plataforma do Ifood..aguardo o estorno do pedido Paivanellys.,Problemas com App
"Loja e atendente do Ifood me desrespeitaram Fiz uma compra com prazo de entrega para as 00:33. São 2h da manhã e até agora o pedido não foi entregue. A loja parou de me responder e passou a ignorar minhas mensagens. Solicitei o cancelamento. O atendente do Ifood me deu opções, mas cliquei no botão errado. Imediatamente, informei ao atendente do erro. Ele visualizou. Não respondeu e passou a ignorar as minhas mensagens, após deixar uma mensagem de AMEAÇA dizendo que caso eu cancelasse, eu perderia o direito ao voucher (que receberia por esse desrespeito). O atendente disse que retornaria em 15 minutos à conversa. Já faz mais de meia hora e ele não me respondeu. Não sei se ele tem alguma meta de enganar clientes para bater ou se foi irresponsabilidade. Sei que estou desrespeitado. Não jantei. Pelo horário não há mais lojas da categoria para eu realizar a minha compra. Não sou obrigado a passar por esse tipo de situação. Essa loja deveria ser retirada do catálogo. Coloco em anexo todos os prints.","Problemas com Loja, Problemas com App, Problemas com Cliente"
Quero exclusão da minha conta junto ao Ifood. Quero exclusão da minha conta junto e dos meus dados junto ao Ifood.Estou cansado de receber ofertas [Editado pelo Reclame Aqui] com cupons que não funcionam e oferecimento de serviços que não estão disponíveis em minha região.A gota d'água foi a reclamação não atendida a qual deixarei em anexo a esta.Não quero estar associado a uma empresa tão desrespeitosa com seus clientes.,Problemas com Cliente
"modal sempre rodei de bicicleta, não tenho CNH. de uma hora para outra, minha conta mudou para moto sem eu ao menos pedir essa alteração.  além de mudar para moto pediu para que eu atualizasse a minha CNH, e a minha saúde de conta desceu do verde para o vermelho",Problemas com App
"O ifood pediu pra mim atualizar a CNH no aplicativo alegando que eu tava trabalhando de moto, sendo que o meu veículo é bicicleta! Eu sempre trabalhei de bicicleta, do nada o ifood mudou meu modal pra moto, fui obrigado a rodar no modal moto mesmo meu veículo sendo bicicleta, quando foi segunda feira dia 27/01/25 as 21:00 o ifood pediu pra atualizar a CNH, agora como que eu vou atualizar a CNH se eu não tenho? Mandei meus documentos pra lá pra mim voltar pro modal bicicleta, mas até agora eu continuo restrito, sendo que essa é a minha única fonte de renda, peço que me ajudem, eu preciso sair dessa restrição pra voltar a trabalhar!",Problemas com App
"Desativação da conta Sofri um acidente meu peneu estourou e derrapei e cai e ralei o braço direito muito e quebrou minh bolsa de entrega vermelha também, Preciso da minha reativação de conta para sustentar minha família e minha esposa que está gestante de três meses",Problemas com Cliente
Problema na maquininha A maquininha deu defeito pos temperedNão consegui fazer a troca pelo aplicativoPós o ifood não deu retorno,Problemas com App
"Péssimo atendimento para revolver entregas erradas. Eu abri um chamado para trocar o meu pedido, enviei foto evidenciando um erro e mesmo assim o suporte encerrou o chat sem mais e sem menos.Não tive a troca do meu produto e nem o meu reembolso. Não é a primeira vez que esse tipo de coisa acontece comigo, eu faço parte do clube de benefícios e sempre que precisa abrir uma solicitação ou cancelar o pedido eu perco meu cupom de desconto.",Problemas com Loja
"Dúvida A fim de proteger sua imagem e dos restaurantes da plataforma, o ifood não permite avaliação de um pedido quando ele é cancelado pela loja. Esperteza ou [Editado pelo Reclame Aqui]?",Dúvidas
Não recebi o pedido Não recebi o pedido e não consigo falar no ajuda do Ifood para estorno do valor https://******* me sentindo totalmente [Editado pelo Reclame Aqui] pela plataforma do Ifood..aguardo o estorno do pedido Paivanellys.,Problemas com App
"Loja e atendente do Ifood me desrespeitaram Fiz uma compra com prazo de entrega para as 00:33. São 2h da manhã e até agora o pedido não foi entregue. A loja parou de me responder e passou a ignorar minhas mensagens. Solicitei o cancelamento. O atendente do Ifood me deu opções, mas cliquei no botão errado. Imediatamente, informei ao atendente do erro. Ele visualizou. Não respondeu e passou a ignorar as minhas mensagens, após deixar uma mensagem de AMEAÇA dizendo que caso eu cancelasse, eu perderia o direito ao voucher (que receberia por esse desrespeito). O atendente disse que retornaria em 15 minutos à conversa. Já faz mais de meia hora e ele não me respondeu. Não sei se ele tem alguma meta de enganar clientes para bater ou se foi irresponsabilidade. Sei que estou desrespeitado. Não jantei. Pelo horário não há mais lojas da categoria para eu realizar a minha compra. Não sou obrigado a passar por esse tipo de situação. Essa loja deveria ser retirada do catálogo. Coloco em anexo todos os prints.","Problemas com Loja, Problemas com App"
Quero exclusão da minha conta junto ao Ifood. Quero exclusão da minha conta junto e dos meus dados junto ao Ifood.Estou cansado de receber ofertas [Editado pelo Reclame Aqui] com cupons que não funcionam e oferecimento de serviços que não estão disponíveis em minha região.A gota d'água foi a reclamação não atendida a qual deixarei em anexo a esta.Não quero estar associado a uma empresa tão desrespeitosa com seus clientes.,Problemas com Cliente
"modal sempre rodei de bicicleta, não tenho CNH. de uma hora para outra, minha conta mudou para moto sem eu ao menos pedir essa alteração.  além de mudar para moto pediu para que eu atualizasse a minha CNH, e a minha saúde de conta desceu do verde para o vermelho",Problemas com App
"2 entregas que não chegaram (McDonalds) Totalmente insatisfeito, hoje fiz dois pedidos na unidade Mc Donalds da Barão de Mauá, um deles pela própria plataforma do McDonalds e outra diretamente pela iFood e nenhuma das duas foram entregues. Não houve contato em nenhum momento.",Problemas com Loja
"Desativação da conta Sofri um acidente meu peneu estourou e derrapei e cai e ralei o braço direito muito e quebrou minh bolsa de entrega vermelha também, Preciso da minha reativação de conta para sustentar minha família e minha esposa que está gestante de três meses",Problemas com Cliente
Problema na maquininha A maquininha deu defeito pos temperedNão consegui fazer a troca pelo aplicativoPós o ifood não deu retorno,Problemas com App
"Péssimo atendimento para revolver entregas erradas. Eu abri um chamado para trocar o meu pedido, enviei foto evidenciando um erro e mesmo assim o suporte encerrou o chat sem mais e sem menos.Não tive a troca do meu produto e nem o meu reembolso. Não é a primeira vez que esse tipo de coisa acontece comigo, eu faço parte do clube de benefícios e sempre que precisa abrir uma solicitação ou cancelar o pedido eu perco meu cupom de desconto.",Problemas com Loja
"Dúvida A fim de proteger sua imagem e dos restaurantes da plataforma, o ifood não permite avaliação de um pedido quando ele é cancelado pela loja. Esperteza ou [Editado pelo Reclame Aqui]?",Dúvidas
Não recebi o pedido Não recebi o pedido e não consigo falar no ajuda do Ifood para estorno do valor https://******* me sentindo totalmente [Editado pelo Reclame Aqui] pela plataforma do Ifood..aguardo o estorno do pedido Paivanellys.,Problemas com App
"Loja e atendente do Ifood me desrespeitaram Fiz uma compra com prazo de entrega para as 00:33. São 2h da manhã e até agora o pedido não foi entregue. A loja parou de me responder e passou a ignorar minhas mensagens. Solicitei o cancelamento. O atendente do Ifood me deu opções, mas cliquei no botão errado. Imediatamente, informei ao atendente do erro. Ele visualizou. Não respondeu e passou a ignorar as minhas mensagens, após deixar uma mensagem de AMEAÇA dizendo que caso eu cancelasse, eu perderia o direito ao voucher (que receberia por esse desrespeito). O atendente disse que retornaria em 15 minutos à conversa. Já faz mais de meia hora e ele não me respondeu. Não sei se ele tem alguma meta de enganar clientes para bater ou se foi irresponsabilidade. Sei que estou desrespeitado. Não jantei. Pelo horário não há mais lojas da categoria para eu realizar a minha compra. Não sou obrigado a passar por esse tipo de situação. Essa loja deveria ser retirada do catálogo. Coloco em anexo todos os prints.","Problemas com Loja, Problemas com App"
Quero exclusão da minha conta junto ao Ifood. Quero exclusão da minha conta junto e dos meus dados junto ao Ifood.Estou cansado de receber ofertas [Editado pelo Reclame Aqui] com cupons que não funcionam e oferecimento de serviços que não estão disponíveis em minha região.A gota d'água foi a reclamação não atendida a qual deixarei em anexo a esta.Não quero estar associado a uma empresa tão desrespeitosa com seus clientes.,Problemas com Cliente
"modal sempre rodei de bicicleta, não tenho CNH. de uma hora para outra, minha conta mudou para moto sem eu ao menos pedir essa alteração.  além de mudar para moto pediu para que eu atualizasse a minha CNH, e a minha saúde de conta desceu do verde para o vermelho",Problemas com App
"2 entregas que não chegaram (McDonalds) Totalmente insatisfeito, hoje fiz dois pedidos na unidade Mc Donalds da Barão de Mauá, um deles pela própria plataforma do McDonalds e outra diretamente pela iFood e nenhuma das duas foram entregues. Não houve contato em nenhum momento.",Problemas com Loja
"Desrespeito vindo do proprietário do restaurante. Fiz um pedido pelo iFood, pedindo duas porções de batatas de 500g cada. Quando o motoboy chegou e eu fui ver, percebi que o pedido estava errado. Ao invés de duas porções, veio uma só, e ainda por cima era bem menos do que eu tinha pago. Então, fiz uma reclamação no iFood, contando o erro e pedindo o reembolso, já que paguei por algo que não recebi.O problema é que o dono do restaurante não só negou o erro várias vezes (coisa que me fez até perder a paciência uma hora), como ainda invadiu minha privacidade e ligou para o meu número pessoal de forma super grosseira e estúpida. Ele me ameaçou dizendo que mandaria um motoboy na minha casa e, para piorar, fez com que o reembolso do iFood fosse transferido direto para a conta dele, afinal ele exigiu incansavelmente que eu devolvesse a batata que eu já havia comido (???)Então eu tenho todas as ligações gravadas e espero que o ifood tome todas as medidas necessárias.",Problemas com Loja
Problema na maquininha A maquininha deu defeito pos temperedNão consegui fazer a troca pelo aplicativoPós o ifood não deu retorno,Problemas com App
"Péssimo atendimento para revolver entregas erradas. Eu abri um chamado para trocar o meu pedido, enviei foto evidenciando um erro e mesmo assim o suporte encerrou o chat sem mais e sem menos.Não tive a troca do meu produto e nem o meu reembolso. Não é a primeira vez que esse tipo de coisa acontece comigo, eu faço parte do clube de benefícios e sempre que precisa abrir uma solicitação ou cancelar o pedido eu perco meu cupom de desconto.",Problemas com Cliente
"Dúvida A fim de proteger sua imagem e dos restaurantes da plataforma, o ifood não permite avaliação de um pedido quando ele é cancelado pela loja. Esperteza ou [Editado pelo Reclame Aqui]?",Dúvidas
Não recebi o pedido Não recebi o pedido e não consigo falar no ajuda do Ifood para estorno do valor https://******* me sentindo totalmente [Editado pelo Reclame Aqui] pela plataforma do Ifood..aguardo o estorno do pedido Paivanellys.,Problemas com App
"Loja e atendente do Ifood me desrespeitaram Fiz uma compra com prazo de entrega para as 00:33. São 2h da manhã e até agora o pedido não foi entregue. A loja parou de me responder e passou a ignorar minhas mensagens. Solicitei o cancelamento. O atendente do Ifood me deu opções, mas cliquei no botão errado. Imediatamente, informei ao atendente do erro. Ele visualizou. Não respondeu e passou a ignorar as minhas mensagens, após deixar uma mensagem de AMEAÇA dizendo que caso eu cancelasse, eu perderia o direito ao voucher (que receberia por esse desrespeito). O atendente disse que retornaria em 15 minutos à conversa. Já faz mais de meia hora e ele não me respondeu. Não sei se ele tem alguma meta de enganar clientes para bater ou se foi irresponsabilidade. Sei que estou desrespeitado. Não jantei. Pelo horário não há mais lojas da categoria para eu realizar a minha compra. Não sou obrigado a passar por esse tipo de situação. Essa loja deveria ser retirada do catálogo. Coloco em anexo todos os prints.","Problemas com Loja, Problemas com App"
Quero exclusão da minha conta junto ao Ifood. Quero exclusão da minha conta junto e dos meus dados junto ao Ifood.Estou cansado de receber ofertas [Editado pelo Reclame Aqui] com cupons que não funcionam e oferecimento de serviços que não estão disponíveis em minha região.A gota d'água foi a reclamação não atendida a qual deixarei em anexo a esta.Não quero estar associado a uma empresa tão desrespeitosa com seus clientes.,Problemas com Cliente
"modal sempre rodei de bicicleta, não tenho CNH. de uma hora para outra, minha conta mudou para moto sem eu ao menos pedir essa alteração.  além de mudar para moto pediu para que eu atualizasse a minha CNH, e a minha saúde de conta desceu do verde para o vermelho",Problemas com App
"2 entregas que não chegaram (McDonalds) Totalmente insatisfeito, hoje fiz dois pedidos na unidade Mc Donalds da Barão de Mauá, um deles pela própria plataforma do McDonalds e outra diretamente pela iFood e nenhuma das duas foram entregues. Não houve contato em nenhum momento.",Problemas com Loja
"Desrespeito vindo do proprietário do restaurante. Fiz um pedido pelo iFood, pedindo duas porções de batatas de 500g cada. Quando o motoboy chegou e eu fui ver, percebi que o pedido estava errado. Ao invés de duas porções, veio uma só, e ainda por cima era bem menos do que eu tinha pago. Então, fiz uma reclamação no iFood, contando o erro e pedindo o reembolso, já que paguei por algo que não recebi.O problema é que o dono do restaurante não só negou o erro várias vezes (coisa que me fez até perder a paciência uma hora), como ainda invadiu minha privacidade e ligou para o meu número pessoal de forma super grosseira e estúpida. Ele me ameaçou dizendo que mandaria um motoboy na minha casa e, para piorar, fez com que o reembolso do iFood fosse transferido direto para a conta dele, afinal ele exigiu incansavelmente que eu devolvesse a batata que eu já havia comido (???)Então eu tenho todas as ligações gravadas e espero que o ifood tome todas as medidas necessárias.",Problemas com Loja
"Pedi um combo de lanche do burgue king não recebi o lanche  e não tive resposta no chat Solicitei um combo de lanche pelo Ifood no burger king localizada na avenida América, Rio de janeiro. Eu não recebi meu pedido e nem a resposta. Gastei 48,95 e quero receber meu dinheiro de volta.",Problemas com App
"Péssimo atendimento para revolver entregas erradas. Eu abri um chamado para trocar o meu pedido, enviei foto evidenciando um erro e mesmo assim o suporte encerrou o chat sem mais e sem menos.Não tive a troca do meu produto e nem o meu reembolso. Não é a primeira vez que esse tipo de coisa acontece comigo, eu faço parte do clube de benefícios e sempre que precisa abrir uma solicitação ou cancelar o pedido eu perco meu cupom de desconto.",Problemas com Loja
"Dúvida A fim de proteger sua imagem e dos restaurantes da plataforma, o ifood não permite avaliação de um pedido quando ele é cancelado pela loja. Esperteza ou [Editado pelo Reclame Aqui]?",Dúvidas
Não recebi o pedido Não recebi o pedido e não consigo falar no ajuda do Ifood para estorno do valor https://******* me sentindo totalmente [Editado pelo Reclame Aqui] pela plataforma do Ifood..aguardo o estorno do pedido Paivanellys.,Problemas com App
"Loja e atendente do Ifood me desrespeitaram Fiz uma compra com prazo de entrega para as 00:33. São 2h da manhã e até agora o pedido não foi entregue. A loja parou de me responder e passou a ignorar minhas mensagens. Solicitei o cancelamento. O atendente do Ifood me deu opções, mas cliquei no botão errado. Imediatamente, informei ao atendente do erro. Ele visualizou. Não respondeu e passou a ignorar as minhas mensagens, após deixar uma mensagem de AMEAÇA dizendo que caso eu cancelasse, eu perderia o direito ao voucher (que receberia por esse desrespeito). O atendente disse que retornaria em 15 minutos à conversa. Já faz mais de meia hora e ele não me respondeu. Não sei se ele tem alguma meta de enganar clientes para bater ou se foi irresponsabilidade. Sei que estou desrespeitado. Não jantei. Pelo horário não há mais lojas da categoria para eu realizar a minha compra. Não sou obrigado a passar por esse tipo de situação. Essa loja deveria ser retirada do catálogo. Coloco em anexo todos os prints.","Problemas com Loja, Problemas com App, Problemas com Cliente"
Quero exclusão da minha conta junto ao Ifood. Quero exclusão da minha conta junto e dos meus dados junto ao Ifood.Estou cansado de receber ofertas [Editado pelo Reclame Aqui] com cupons que não funcionam e oferecimento de serviços que não estão disponíveis em minha região.A gota d'água foi a reclamação não atendida a qual deixarei em anexo a esta.Não quero estar associado a uma empresa tão desrespeitosa com seus clientes.,Problemas com Cliente
"modal sempre rodei de bicicleta, não tenho CNH. de uma hora para outra, minha conta mudou para moto sem eu ao menos pedir essa alteração.  além de mudar para moto pediu para que eu atualizasse a minha CNH, e a minha saúde de conta desceu do verde para o vermelho",Problemas com App
"2 entregas que não chegaram (McDonalds) Totalmente insatisfeito, hoje fiz dois pedidos na unidade Mc Donalds da Barão de Mauá, um deles pela própria plataforma do McDonalds e outra diretamente pela iFood e nenhuma das duas foram entregues. Não houve contato em nenhum momento.",Problemas com Loja
"Desrespeito vindo do proprietário do restaurante. Fiz um pedido pelo iFood, pedindo duas porções de batatas de 500g cada. Quando o motoboy chegou e eu fui ver, percebi que o pedido estava errado. Ao invés de duas porções, veio uma só, e ainda por cima era bem menos do que eu tinha pago. Então, fiz uma reclamação no iFood, contando o erro e pedindo o reembolso, já que paguei por algo que não recebi.O problema é que o dono do restaurante não só negou o erro várias vezes (coisa que me fez até perder a paciência uma hora), como ainda invadiu minha privacidade e ligou para o meu número pessoal de forma super grosseira e estúpida. Ele me ameaçou dizendo que mandaria um motoboy na minha casa e, para piorar, fez com que o reembolso do iFood fosse transferido direto para a conta dele, afinal ele exigiu incansavelmente que eu devolvesse a batata que eu já havia comido (???)Então eu tenho todas as ligações gravadas e espero que o ifood tome todas as medidas necessárias.",Problemas com Loja
"Pedi um combo de lanche do burgue king não recebi o lanche  e não tive resposta no chat Solicitei um combo de lanche pelo Ifood no burger king localizada na avenida América, Rio de janeiro. Eu não recebi meu pedido e nem a resposta. Gastei 48,95 e quero receber meu dinheiro de volta.",Problemas com App
"Fui bloqueado cancelado a plataforma me bloqueou simplesmente por eu ter passado mais de 90 dias sem utilizar o aplicativo por ter arrumado um emprego fixo,nunca tive problema com cliente nunca tive problema com estabelecimento e simplesmente a plataforma cancelou a minha conta sem nenhuma justificativa Eu acho que isso é desnecessário até porque a gente não tem vínculo empregatício nenhum com a plataforma ela não cobre nenhum vínculo empregatício para nenhum colaborador tenho Então a gente tem o direito de acessar o aplicativo quando nos é conveniente",Problemas com App
"Dúvida A fim de proteger sua imagem e dos restaurantes da plataforma, o ifood não permite avaliação de um pedido quando ele é cancelado pela loja. Esperteza ou [Editado pelo Reclame Aqui]?",Dúvidas
Não recebi o pedido Não recebi o pedido e não consigo falar no ajuda do Ifood para estorno do valor https://******* me sentindo totalmente [Editado pelo Reclame Aqui] pela plataforma do Ifood..aguardo o estorno do pedido Paivanellys.,Problemas com App
"Loja e atendente do Ifood me desrespeitaram Fiz uma compra com prazo de entrega para as 00:33. São 2h da manhã e até agora o pedido não foi entregue. A loja parou de me responder e passou a ignorar minhas mensagens. Solicitei o cancelamento. O atendente do Ifood me deu opções, mas cliquei no botão errado. Imediatamente, informei ao atendente do erro. Ele visualizou. Não respondeu e passou a ignorar as minhas mensagens, após deixar uma mensagem de AMEAÇA dizendo que caso eu cancelasse, eu perderia o direito ao voucher (que receberia por esse desrespeito). O atendente disse que retornaria em 15 minutos à conversa. Já faz mais de meia hora e ele não me respondeu. Não sei se ele tem alguma meta de enganar clientes para bater ou se foi irresponsabilidade. Sei que estou desrespeitado. Não jantei. Pelo horário não há mais lojas da categoria para eu realizar a minha compra. Não sou obrigado a passar por esse tipo de situação. Essa loja deveria ser retirada do catálogo. Coloco em anexo todos os prints.","Problemas com Loja, Problemas com App, Problemas com Cliente"
Quero exclusão da minha conta junto ao Ifood. Quero exclusão da minha conta junto e dos meus dados junto ao Ifood.Estou cansado de receber ofertas [Editado pelo Reclame Aqui] com cupons que não funcionam e oferecimento de serviços que não estão disponíveis em minha região.A gota d'água foi a reclamação não atendida a qual deixarei em anexo a esta.Não quero estar associado a uma empresa tão desrespeitosa com seus clientes.,Problemas com Cliente
"modal sempre rodei de bicicleta, não tenho CNH. de uma hora para outra, minha conta mudou para moto sem eu ao menos pedir essa alteração.  além de mudar para moto pediu para que eu atualizasse a minha CNH, e a minha saúde de conta desceu do verde para o vermelho",Problemas com App
"2 entregas que não chegaram (McDonalds) Totalmente insatisfeito, hoje fiz dois pedidos na unidade Mc Donalds da Barão de Mauá, um deles pela própria plataforma do McDonalds e outra diretamente pela iFood e nenhuma das duas foram entregues. Não houve contato em nenhum momento.",Problemas com Loja
"Desrespeito vindo do proprietário do restaurante. Fiz um pedido pelo iFood, pedindo duas porções de batatas de 500g cada. Quando o motoboy chegou e eu fui ver, percebi que o pedido estava errado. Ao invés de duas porções, veio uma só, e ainda por cima era bem menos do que eu tinha pago. Então, fiz uma reclamação no iFood, contando o erro e pedindo o reembolso, já que paguei por algo que não recebi.O problema é que o dono do restaurante não só negou o erro várias vezes (coisa que me fez até perder a paciência uma hora), como ainda invadiu minha privacidade e ligou para o meu número pessoal de forma super grosseira e estúpida. Ele me ameaçou dizendo que mandaria um motoboy na minha casa e, para piorar, fez com que o reembolso do iFood fosse transferido direto para a conta dele, afinal ele exigiu incansavelmente que eu devolvesse a batata que eu já havia comido (???)Então eu tenho todas as ligações gravadas e espero que o ifood tome todas as medidas necessárias.",Problemas com Loja
"Pedi um combo de lanche do burgue king não recebi o lanche  e não tive resposta no chat Solicitei um combo de lanche pelo Ifood no burger king localizada na avenida América, Rio de janeiro. Eu não recebi meu pedido e nem a resposta. Gastei 48,95 e quero receber meu dinheiro de volta.",Problemas com App
"Fui bloqueado cancelado a plataforma me bloqueou simplesmente por eu ter passado mais de 90 dias sem utilizar o aplicativo por ter arrumado um emprego fixo,nunca tive problema com cliente nunca tive problema com estabelecimento e simplesmente a plataforma cancelou a minha conta sem nenhuma justificativa Eu acho que isso é desnecessário até porque a gente não tem vínculo empregatício nenhum com a plataforma ela não cobre nenhum vínculo empregatício para nenhum colaborador tenho Então a gente tem o direito de acessar o aplicativo quando nos é conveniente",Problemas com App
"Alergico imprudência O pedido veio errado e uma das regras de cancelamento seria alérgicos.Escrevi, está na nota fiscal, mas o restaurante ignorou minhas observacoes, por fim, mandou errado e fui obrigada a jogar no lixo.Infelizmente tenho alergia e como vou conseguir? O KANI possui um ingrediente nele que não posso consumir.Informei, e não quiseram me fornecer o reembolso, pois não estava diante das regras. Mas, está sim no regulamento do ifood.Se não tivesse citado, ainda coloquei atenção, coloquei alergico, especifiquei.Anexei a foto, descrito alergico, atenção.Critérios que Permitem Reembolso/Cancelamento:Apenas em situações que impactam diretamente a segurança alimentar, como: alimentos estragados, contaminados, presença de corpos estranhos (como bichos ou cabelos), bolor, estar vencido, ou riscos de alergias.Se consumisse e passasse, sem convênio quem ia pagar? Constava na nota, quem trabalha no ramo alimentício, precisa olhar.",Problemas com Loja
Não recebi o pedido Não recebi o pedido e não consigo falar no ajuda do Ifood para estorno do valor https://******* me sentindo totalmente [Editado pelo Reclame Aqui] pela plataforma do Ifood..aguardo o estorno do pedido Paivanellys.,Problemas com App
"Loja e atendente do Ifood me desrespeitaram Fiz uma compra com prazo de entrega para as 00:33. São 2h da manhã e até agora o pedido não foi entregue. A loja parou de me responder e passou a ignorar minhas mensagens. Solicitei o cancelamento. O atendente do Ifood me deu opções, mas cliquei no botão errado. Imediatamente, informei ao atendente do erro. Ele visualizou. Não respondeu e passou a ignorar as minhas mensagens, após deixar uma mensagem de AMEAÇA dizendo que caso eu cancelasse, eu perderia o direito ao voucher (que receberia por esse desrespeito). O atendente disse que retornaria em 15 minutos à conversa. Já faz mais de meia hora e ele não me respondeu. Não sei se ele tem alguma meta de enganar clientes para bater ou se foi irresponsabilidade. Sei que estou desrespeitado. Não jantei. Pelo horário não há mais lojas da categoria para eu realizar a minha compra. Não sou obrigado a passar por esse tipo de situação. Essa loja deveria ser retirada do catálogo. Coloco em anexo todos os prints.","Problemas com Loja, Problemas com App"
Quero exclusão da minha conta junto ao Ifood. Quero exclusão da minha conta junto e dos meus dados junto ao Ifood.Estou cansado de receber ofertas [Editado pelo Reclame Aqui] com cupons que não funcionam e oferecimento de serviços que não estão disponíveis em minha região.A gota d'água foi a reclamação não atendida a qual deixarei em anexo a esta.Não quero estar associado a uma empresa tão desrespeitosa com seus clientes.,Problemas com Cliente
"modal sempre rodei de bicicleta, não tenho CNH. de uma hora para outra, minha conta mudou para moto sem eu ao menos pedir essa alteração.  além de mudar para moto pediu para que eu atualizasse a minha CNH, e a minha saúde de conta desceu do verde para o vermelho",Problemas com App
"2 entregas que não chegaram (McDonalds) Totalmente insatisfeito, hoje fiz dois pedidos na unidade Mc Donalds da Barão de Mauá, um deles pela própria plataforma do McDonalds e outra diretamente pela iFood e nenhuma das duas foram entregues. Não houve contato em nenhum momento.",Problemas com Loja
"Desrespeito vindo do proprietário do restaurante. Fiz um pedido pelo iFood, pedindo duas porções de batatas de 500g cada. Quando o motoboy chegou e eu fui ver, percebi que o pedido estava errado. Ao invés de duas porções, veio uma só, e ainda por cima era bem menos do que eu tinha pago. Então, fiz uma reclamação no iFood, contando o erro e pedindo o reembolso, já que paguei por algo que não recebi.O problema é que o dono do restaurante não só negou o erro várias vezes (coisa que me fez até perder a paciência uma hora), como ainda invadiu minha privacidade e ligou para o meu número pessoal de forma super grosseira e estúpida. Ele me ameaçou dizendo que mandaria um motoboy na minha casa e, para piorar, fez com que o reembolso do iFood fosse transferido direto para a conta dele, afinal ele exigiu incansavelmente que eu devolvesse a batata que eu já havia comido (???)Então eu tenho todas as ligações gravadas e espero que o ifood tome todas as medidas necessárias.",Problemas com Loja
"Pedi um combo de lanche do burgue king não recebi o lanche  e não tive resposta no chat Solicitei um combo de lanche pelo Ifood no burger king localizada na avenida América, Rio de janeiro. Eu não recebi meu pedido e nem a resposta. Gastei 48,95 e quero receber meu dinheiro de volta.",Problemas com App
"Fui bloqueado cancelado a plataforma me bloqueou simplesmente por eu ter passado mais de 90 dias sem utilizar o aplicativo por ter arrumado um emprego fixo,nunca tive problema com cliente nunca tive problema com estabelecimento e simplesmente a plataforma cancelou a minha conta sem nenhuma justificativa Eu acho que isso é desnecessário até porque a gente não tem vínculo empregatício nenhum com a plataforma ela não cobre nenhum vínculo empregatício para nenhum colaborador tenho Então a gente tem o direito de acessar o aplicativo quando nos é conveniente",Problemas com App
"Alergico imprudência O pedido veio errado e uma das regras de cancelamento seria alérgicos.Escrevi, está na nota fiscal, mas o restaurante ignorou minhas observacoes, por fim, mandou errado e fui obrigada a jogar no lixo.Infelizmente tenho alergia e como vou conseguir? O KANI possui um ingrediente nele que não posso consumir.Informei, e não quiseram me fornecer o reembolso, pois não estava diante das regras. Mas, está sim no regulamento do ifood.Se não tivesse citado, ainda coloquei atenção, coloquei alergico, especifiquei.Anexei a foto, descrito alergico, atenção.Critérios que Permitem Reembolso/Cancelamento:Apenas em situações que impactam diretamente a segurança alimentar, como: alimentos estragados, contaminados, presença de corpos estranhos (como bichos ou cabelos), bolor, estar vencido, ou riscos de alergias.Se consumisse e passasse, sem convênio quem ia pagar? Constava na nota, quem trabalha no ramo alimentício, precisa olhar.",Problemas com Loja
